sample_id,batch_group,matrix
250528_PL3_M12-103-Anal,250528_PL3AG,Anal
250528_PL3_M12-103-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-104-Anal,250528_PL3AG,Anal
250528_PL3_M12-105-Anal,250528_PL3AG,Anal
250528_PL3_M12-105-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-106-Anal,250528_PL3AG,Anal
250528_PL3_M12-106-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-107-Anal,250528_PL3AG,Anal
250528_PL3_M12-107-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-108-Anal,250528_PL3AG,Anal
250528_PL3_M12-108-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-109-Anal,250528_PL3AG,Anal
250528_PL3_M12-109-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-110-Anal,250528_PL3AG,Anal
250528_PL3_M12-110-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-111-Anal,250528_PL3AG,Anal
250528_PL3_M12-111-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-112-Anal,250528_PL3AG,Anal
250528_PL3_M12-112-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-63-Anal,250528_PL3AG,Anal
250528_PL3_M12-63-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-64-Anal,250528_PL3AG,Anal
250528_PL3_M12-64-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-65-Anal,250528_PL3AG,Anal
250528_PL3_M12-65-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-66-Anal,250528_PL3AG,Anal
250528_PL3_M12-66-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-67-Anal,250528_PL3AG,Anal
250528_PL3_M12-67-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-68-Anal,250528_PL3AG,Anal
250528_PL3_M12-68-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-69-Anal,250528_PL3AG,Anal
250528_PL3_M12-70-Anal,250528_PL3AG,Anal
250528_PL3_M12-70-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-71-Anal,250528_PL3AG,Anal
250528_PL3_M12-71-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-73-Anal,250528_PL3AG,Anal
250528_PL3_M12-73-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-74-Anal,250528_PL3AG,Anal
250528_PL3_M12-75-Anal,250528_PL3AG,Anal
250528_PL3_M12-75-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-76-Anal,250528_PL3AG,Anal
250528_PL3_M12-76-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-77-Anal,250528_PL3AG,Anal
250528_PL3_M12-77-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-78-Anal,250528_PL3AG,Anal
250528_PL3_M12-79-Anal,250528_PL3AG,Anal
250528_PL3_M12-79-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-80-Anal,250528_PL3AG,Anal
250528_PL3_M12-80-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-81-Anal,250528_PL3AG,Anal
250528_PL3_M12-81-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-82-Anal,250528_PL3AG,Anal
250528_PL3_M12-82-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-83-Anal,250528_PL3AG,Anal
250528_PL3_M12-83-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-84-Anal,250528_PL3AG,Anal
250528_PL3_M12-84-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-85-Anal,250528_PL3AG,Anal
250528_PL3_M12-85-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-86-Anal,250528_PL3AG,Anal
250528_PL3_M12-86-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-88-Anal,250528_PL3AG,Anal
250528_PL3_M12-88-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-89-Anal,250528_PL3AG,Anal
250528_PL3_M12-89-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-90-Anal,250528_PL3AG,Anal
250528_PL3_M12-90-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-92-Anal,250528_PL3AG,Anal
250528_PL3_M12-92-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-93-Anal,250528_PL3AG,Anal
250528_PL3_M12-93-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-94-Anal,250528_PL3AG,Anal
250528_PL3_M12-94-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-95-Anal,250528_PL3AG,Anal
250528_PL3_M12-95-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-96-Anal,250528_PL3AG,Anal
250528_PL3_M12-96-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-97-Anal,250528_PL3AG,Anal
250528_PL3_M12-97-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-98-Anal,250528_PL3AG,Anal
250528_PL3_M12-98-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-99-Anal,250528_PL3AG,Anal
250528_PL3_M12-99-Gorge,250528_PL3AG,Gorge
250528_PL4_M12-113-Anal,250528_PL4AG,Anal
250528_PL4_M12-113-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-114-Anal,250528_PL4AG,Anal
250528_PL4_M12-114-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-115-Anal,250528_PL4AG,Anal
250528_PL4_M12-115-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-116-Anal,250528_PL4AG,Anal
250528_PL4_M12-116-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-117-Anal,250528_PL4AG,Anal
250528_PL4_M12-117-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-118-Anal,250528_PL4AG,Anal
250528_PL4_M12-118-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-119-Anal,250528_PL4AG,Anal
250528_PL4_M12-119-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-120-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-121-Anal,250528_PL4AG,Anal
250528_PL4_M12-121-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-122-Anal,250528_PL4AG,Anal
250528_PL4_M12-122-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-123-Anal,250528_PL4AG,Anal
250528_PL4_M12-123-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-124-Anal,250528_PL4AG,Anal
250528_PL4_M12-124-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-125-Anal,250528_PL4AG,Anal
250528_PL4_M12-125-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-126-Anal,250528_PL4AG,Anal
250528_PL4_M12-126-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-128-Anal,250528_PL4AG,Anal
250528_PL4_M12-128-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-129-Anal,250528_PL4AG,Anal
250528_PL4_M12-129-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-130-Anal,250528_PL4AG,Anal
250528_PL4_M12-130-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-131-Anal,250528_PL4AG,Anal
250528_PL4_M12-131-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-132-Anal,250528_PL4AG,Anal
250528_PL4_M12-132-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-133-Anal,250528_PL4AG,Anal
250528_PL4_M12-133-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-134-Anal,250528_PL4AG,Anal
250528_PL4_M12-134-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-135-Anal,250528_PL4AG,Anal
250528_PL4_M12-135-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-136-Anal,250528_PL4AG,Anal
250528_PL4_M12-136-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-137-Anal,250528_PL4AG,Anal
250528_PL4_M12-137-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-138-Anal,250528_PL4AG,Anal
250528_PL4_M12-138-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-139-Anal,250528_PL4AG,Anal
250528_PL4_M12-139-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-140-Anal,250528_PL4AG,Anal
250528_PL4_M12-140-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-141-Anal,250528_PL4AG,Anal
250528_PL4_M12-141-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-142-Anal,250528_PL4AG,Anal
250528_PL4_M12-142-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-144-Anal,250528_PL4AG,Anal
250528_PL4_M12-144-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-145-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-146-Anal,250528_PL4AG,Anal
250528_PL4_M12-146-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-147-Anal,250528_PL4AG,Anal
250528_PL4_M12-147-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-149-Anal,250528_PL4AG,Anal
250528_PL4_M12-149-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-150-Anal,250528_PL4AG,Anal
250528_PL4_M12-150-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-151-Anal,250528_PL4AG,Anal
250528_PL4_M12-151-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-152-Anal,250528_PL4AG,Anal
250528_PL4_M12-152-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-153-Anal,250528_PL4AG,Anal
250528_PL4_M12-153-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-154-Anal,250528_PL4AG,Anal
250528_PL4_M12-154-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-155-Anal,250528_PL4AG,Anal
250528_PL4_M12-155-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-156-Anal,250528_PL4AG,Anal
250528_PL4_M12-156-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-158-Anal,250528_PL4AG,Anal
250528_PL4_M12-158-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-159-Anal,250528_PL4AG,Anal
250528_PL4_M12-159-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-160-Anal,250528_PL4AG,Anal
250528_PL4_M12-160-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-161-Anal,250528_PL4AG,Anal
250528_PL4_M12-161-Gorge,250528_PL4AG,Gorge
250528_PL4_M12-162-Anal,250528_PL4AG,Anal
250528_PL4_M12-163-Anal,250528_PL4AG,Anal
250528_PL4_M12-163-Gorge,250528_PL4AG,Gorge
250528_PL5_M12-164-Anal,250528_PL5AG,Anal
250528_PL5_M12-164-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-165-Anal,250528_PL5AG,Anal
250528_PL5_M12-165-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-166-Anal,250528_PL5AG,Anal
250528_PL5_M12-166-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-167-Anal,250528_PL5AG,Anal
250528_PL5_M12-167-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-169-Anal,250528_PL5AG,Anal
250528_PL5_M12-169-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-170-Anal,250528_PL5AG,Anal
250528_PL5_M12-170-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-171-Anal,250528_PL5AG,Anal
250528_PL5_M12-171-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-172-Anal,250528_PL5AG,Anal
250528_PL5_M12-172-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-173-Anal,250528_PL5AG,Anal
250528_PL5_M12-173-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-174-Anal,250528_PL5AG,Anal
250528_PL5_M12-174-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-175-Anal,250528_PL5AG,Anal
250528_PL5_M12-175-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-176-Anal,250528_PL5AG,Anal
250528_PL5_M12-176-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-177-Anal,250528_PL5AG,Anal
250528_PL5_M12-177-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-178-Anal,250528_PL5AG,Anal
250528_PL5_M12-178-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-180-Anal,250528_PL5AG,Anal
250528_PL5_M12-180-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-181-Anal,250528_PL5AG,Anal
250528_PL5_M12-181-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-182-Anal,250528_PL5AG,Anal
250528_PL5_M12-182-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-183-Anal,250528_PL5AG,Anal
250528_PL5_M12-183-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-185-Anal,250528_PL5AG,Anal
250528_PL5_M12-185-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-186-Anal,250528_PL5AG,Anal
250528_PL5_M12-186-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-187-Anal,250528_PL5AG,Anal
250528_PL5_M12-187-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-188-Anal,250528_PL5AG,Anal
250528_PL5_M12-188-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-189-Anal,250528_PL5AG,Anal
250528_PL5_M12-189-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-190-Anal,250528_PL5AG,Anal
250528_PL5_M12-190-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-191-Anal,250528_PL5AG,Anal
250528_PL5_M12-191-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-192-Anal,250528_PL5AG,Anal
250528_PL5_M12-192-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-193-Anal,250528_PL5AG,Anal
250528_PL5_M12-193-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-194-Anal,250528_PL5AG,Anal
250528_PL5_M12-194-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-195-Anal,250528_PL5AG,Anal
250528_PL5_M12-195-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-501-Anal,250528_PL5AG,Anal
250528_PL5_M12-501-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-503-Anal,250528_PL5AG,Anal
250528_PL5_M12-503-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-504-Anal,250528_PL5AG,Anal
250528_PL5_M12-504-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-505-Anal,250528_PL5AG,Anal
250528_PL5_M12-505-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-506-Anal,250528_PL5AG,Anal
250528_PL5_M12-506-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-507-Anal,250528_PL5AG,Anal
250528_PL5_M12-507-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-508-Anal,250528_PL5AG,Anal
250528_PL5_M12-508-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-509-Anal,250528_PL5AG,Anal
250528_PL5_M12-509-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-510-Anal,250528_PL5AG,Anal
250528_PL5_M12-510-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-511-Anal,250528_PL5AG,Anal
250528_PL5_M12-511-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-512-Anal,250528_PL5AG,Anal
250528_PL5_M12-512-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-513-Anal,250528_PL5AG,Anal
250528_PL5_M12-513-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-514-Anal,250528_PL5AG,Anal
250528_PL5_M12-514-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-516-Anal,250528_PL5AG,Anal
250528_PL5_M12-516-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-517-Anal,250528_PL5AG,Anal
250528_PL5_M12-517-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-519-Anal,250528_PL5AG,Anal
250528_PL5_M12-519-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-521-Anal,250528_PL5AG,Anal
250528_PL5_M12-521-Gorge,250528_PL5AG,Gorge
250528_PL5_M12-522-Anal,250528_PL5AG,Anal
250528_PL5_M12-522-Gorge,250528_PL5AG,Gorge
250528_PL6_M12-523-Anal,250528_PL6AG,Anal
250528_PL6_M12-523-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-524-Anal,250528_PL6AG,Anal
250528_PL6_M12-524-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-525-Anal,250528_PL6AG,Anal
250528_PL6_M12-525-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-527-Anal,250528_PL6AG,Anal
250528_PL6_M12-527-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-528-Anal,250528_PL6AG,Anal
250528_PL6_M12-528-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-530-Anal,250528_PL6AG,Anal
250528_PL6_M12-530-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-531-Anal,250528_PL6AG,Anal
250528_PL6_M12-531-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-532-Anal,250528_PL6AG,Anal
250528_PL6_M12-532-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-533-Anal,250528_PL6AG,Anal
250528_PL6_M12-533-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-534-Anal,250528_PL6AG,Anal
250528_PL6_M12-534-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-535-Anal,250528_PL6AG,Anal
250528_PL6_M12-535-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-536-Anal,250528_PL6AG,Anal
250528_PL6_M12-536-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-537-Anal,250528_PL6AG,Anal
250528_PL6_M12-537-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-538-Anal,250528_PL6AG,Anal
250528_PL6_M12-538-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-539-Anal,250528_PL6AG,Anal
250528_PL6_M12-539-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-540-Anal,250528_PL6AG,Anal
250528_PL6_M12-540-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-541-Anal,250528_PL6AG,Anal
250528_PL6_M12-541-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-542-Anal,250528_PL6AG,Anal
250528_PL6_M12-542-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-543-Anal,250528_PL6AG,Anal
250528_PL6_M12-543-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-544-Anal,250528_PL6AG,Anal
250528_PL6_M12-544-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-545-Anal,250528_PL6AG,Anal
250528_PL6_M12-545-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-546-Anal,250528_PL6AG,Anal
250528_PL6_M12-546-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-547-Anal,250528_PL6AG,Anal
250528_PL6_M12-547-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-548-Anal,250528_PL6AG,Anal
250528_PL6_M12-548-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-549-Anal,250528_PL6AG,Anal
250528_PL6_M12-549-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-550-Anal,250528_PL6AG,Anal
250528_PL6_M12-550-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-551-Anal,250528_PL6AG,Anal
250528_PL6_M12-551-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-553-Anal,250528_PL6AG,Anal
250528_PL6_M12-553-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-554-Anal,250528_PL6AG,Anal
250528_PL6_M12-554-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-555-Anal,250528_PL6AG,Anal
250528_PL6_M12-555-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-556-Anal,250528_PL6AG,Anal
250528_PL6_M12-556-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-557-Anal,250528_PL6AG,Anal
250528_PL6_M12-557-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-558-Anal,250528_PL6AG,Anal
250528_PL6_M12-558-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-559-Anal,250528_PL6AG,Anal
250528_PL6_M12-559-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-560-Anal,250528_PL6AG,Anal
250528_PL6_M12-560-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-561-Anal,250528_PL6AG,Anal
250528_PL6_M12-561-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-562-Anal,250528_PL6AG,Anal
250528_PL6_M12-562-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-563-Anal,250528_PL6AG,Anal
250528_PL6_M12-563-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-565-Anal,250528_PL6AG,Anal
250528_PL6_M12-565-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-566-Anal,250528_PL6AG,Anal
250528_PL6_M12-566-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-567-Anal,250528_PL6AG,Anal
250528_PL6_M12-567-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-568-Anal,250528_PL6AG,Anal
250528_PL6_M12-568-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-569-Anal,250528_PL6AG,Anal
250528_PL6_M12-569-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-570-Anal,250528_PL6AG,Anal
250528_PL6_M12-570-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-571-Anal,250528_PL6AG,Anal
250528_PL6_M12-571-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-572-Anal,250528_PL6AG,Anal
250528_PL6_M12-572-Gorge,250528_PL6AG,Gorge
250528_PL6_M12-573-Anal,250528_PL6AG,Anal
250528_PL6_M12-573-Gorge,250528_PL6AG,Gorge
250528_PL7_M12-1-Urine,250528_PL7U,Urine
250528_PL7_M12-10-Urine,250528_PL7U,Urine
250528_PL7_M12-12-Urine,250528_PL7U,Urine
250528_PL7_M12-13-Urine,250528_PL7U,Urine
250528_PL7_M12-14-Urine,250528_PL7U,Urine
250528_PL7_M12-15-Urine,250528_PL7U,Urine
250528_PL7_M12-16-Urine,250528_PL7U,Urine
250528_PL7_M12-17-Urine,250528_PL7U,Urine
250528_PL7_M12-18-Urine,250528_PL7U,Urine
250528_PL7_M12-19-Urine,250528_PL7U,Urine
250528_PL7_M12-2-Urine,250528_PL7U,Urine
250528_PL7_M12-20-Urine,250528_PL7U,Urine
250528_PL7_M12-22-Urine,250528_PL7U,Urine
250528_PL7_M12-23-Urine,250528_PL7U,Urine
250528_PL7_M12-24-Urine,250528_PL7U,Urine
250528_PL7_M12-25-Urine,250528_PL7U,Urine
250528_PL7_M12-26-Urine,250528_PL7U,Urine
250528_PL7_M12-27-Urine,250528_PL7U,Urine
250528_PL7_M12-28-Urine,250528_PL7U,Urine
250528_PL7_M12-29-Urine,250528_PL7U,Urine
250528_PL7_M12-3-Urine,250528_PL7U,Urine
250528_PL7_M12-30-Urine,250528_PL7U,Urine
250528_PL7_M12-31-Urine,250528_PL7U,Urine
250528_PL7_M12-32-Urine,250528_PL7U,Urine
250528_PL7_M12-33-Urine,250528_PL7U,Urine
250528_PL7_M12-34-Urine,250528_PL7U,Urine
250528_PL7_M12-35-Urine,250528_PL7U,Urine
250528_PL7_M12-36-Urine,250528_PL7U,Urine
250528_PL7_M12-37-Urine,250528_PL7U,Urine
250528_PL7_M12-38-Urine,250528_PL7U,Urine
250528_PL7_M12-39-Urine,250528_PL7U,Urine
250528_PL7_M12-4-Urine,250528_PL7U,Urine
250528_PL7_M12-40-Urine,250528_PL7U,Urine
250528_PL7_M12-41-Urine,250528_PL7U,Urine
250528_PL7_M12-42-Urine,250528_PL7U,Urine
250528_PL7_M12-43-Urine,250528_PL7U,Urine
250528_PL7_M12-45-Urine,250528_PL7U,Urine
250528_PL7_M12-48-Urine,250528_PL7U,Urine
250528_PL7_M12-49-Urine,250528_PL7U,Urine
250528_PL7_M12-5-Urine,250528_PL7U,Urine
250528_PL7_M12-50-Urine,250528_PL7U,Urine
250528_PL7_M12-51-Urine,250528_PL7U,Urine
250528_PL7_M12-52-Urine,250528_PL7U,Urine
250528_PL7_M12-53-Urine,250528_PL7U,Urine
250528_PL7_M12-54-Urine,250528_PL7U,Urine
250528_PL7_M12-56-Urine,250528_PL7U,Urine
250528_PL7_M12-57-Urine,250528_PL7U,Urine
250528_PL7_M12-575-Urine,250528_PL7U,Urine
250528_PL7_M12-58-Urine,250528_PL7U,Urine
250528_PL7_M12-59-Urine,250528_PL7U,Urine
250528_PL7_M12-6-Urine,250528_PL7U,Urine
250528_PL7_M12-60-Urine,250528_PL7U,Urine
250528_PL7_M12-61-Urine,250528_PL7U,Urine
250528_PL7_M12-62-Urine,250528_PL7U,Urine
250528_PL7_M12-7-Urine,250528_PL7U,Urine
250528_PL7_M12-8-Urine,250528_PL7U,Urine
250528_PL7_M12-9-Urine,250528_PL7U,Urine
250528_PL7_M9-187-Urine,250528_PL7U,Urine
250528_PL7_M9-189-Urine,250528_PL7U,Urine
250528_PL7_M9-191-Urine,250528_PL7U,Urine
250528_PL7_M9-192-Urine,250528_PL7U,Urine
250528_PL7_M9-193-Urine,250528_PL7U,Urine
250528_PL7_M9-194-Urine,250528_PL7U,Urine
250528_PL7_M9-535-Urine,250528_PL7U,Urine
250528_PL7_M9-559-Urine,250528_PL7U,Urine
250528_PL7_M9-560-Urine,250528_PL7U,Urine
250528_PL7_M9-561-Urine,250528_PL7U,Urine
250528_PL7_M9-562-Urine,250528_PL7U,Urine
250528_PL7_M9-563-Urine,250528_PL7U,Urine
250528_PL7_M9-565-Urine,250528_PL7U,Urine
250528_PL7_M9-566-Urine,250528_PL7U,Urine
250528_PL7_M9-567-Urine,250528_PL7U,Urine
250528_PL7_M9-568-Urine,250528_PL7U,Urine
250528_PL7_M9-569-Urine,250528_PL7U,Urine
250528_PL7_M9-570-Urine,250528_PL7U,Urine
250528_PL7_M9-571-Urine,250528_PL7U,Urine
250528_PL7_M9-572-Urine,250528_PL7U,Urine
250528_PL7_M9-573-Urine,250528_PL7U,Urine
250528_PL7_M9-574-Urine,250528_PL7U,Urine
250528_PL7_M9-576-Urine,250528_PL7U,Urine
250528_PL7_M9-577-Urine,250528_PL7U,Urine
250528_PL7_M9-578-Urine,250528_PL7U,Urine
250528_PL7_M9-579-Urine,250528_PL7U,Urine
250528_PL7_M9-580-Urine,250528_PL7U,Urine
250528_PL7_M9-581-Urine,250528_PL7U,Urine
250528_PL7_M9-582-Urine,250528_PL7U,Urine
250528_PL7_M9-583-Urine,250528_PL7U,Urine
250528_PL7_M9-584-Urine,250528_PL7U,Urine
250528_PL7_M9-585-Urine,250528_PL7U,Urine
250528_PL7_M9-586-Urine,250528_PL7U,Urine
250528_PL7_M9-587-Urine,250528_PL7U,Urine
250528_PL7_M9-588-Urine,250528_PL7U,Urine
250528_PL7_M9-589-Urine,250528_PL7U,Urine
250528_PL7_M9-590-Urine,250528_PL7U,Urine
250528_PL8_M12-100-Urine,250528_PL8U,Urine
250528_PL8_M12-101-Urine,250528_PL8U,Urine
250528_PL8_M12-102-Urine,250528_PL8U,Urine
250528_PL8_M12-103-Urine,250528_PL8U,Urine
250528_PL8_M12-104-Urine,250528_PL8U,Urine
250528_PL8_M12-105-Urine,250528_PL8U,Urine
250528_PL8_M12-106-Urine,250528_PL8U,Urine
250528_PL8_M12-107-Urine,250528_PL8U,Urine
250528_PL8_M12-108-Urine,250528_PL8U,Urine
250528_PL8_M12-109-Urine,250528_PL8U,Urine
250528_PL8_M12-110-Urine,250528_PL8U,Urine
250528_PL8_M12-111-Urine,250528_PL8U,Urine
250528_PL8_M12-112-Urine,250528_PL8U,Urine
250528_PL8_M12-113-Urine,250528_PL8U,Urine
250528_PL8_M12-114-Urine,250528_PL8U,Urine
250528_PL8_M12-115-Urine,250528_PL8U,Urine
