sample_id,batch_group,matrix
250207_PL5_M9-192-Gorge,250207_PL5AG,Gorge
250207_PL5_M9-195-Anal,250207_PL5AG,Anal
250207_PL5_M9-195-Gorge,250207_PL5AG,Gorge
250207_PL6_M9-501-Anal,250207_PL6AG,Anal
250207_PL6_M9-501-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-502-Anal,250207_PL6AG,Anal
250207_PL6_M9-502-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-503-Anal,250207_PL6AG,Anal
250207_PL6_M9-503-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-504-Anal,250207_PL6AG,Anal
250207_PL6_M9-504-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-505-Anal,250207_PL6AG,Anal
250207_PL6_M9-505-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-506-Anal,250207_PL6AG,Anal
250207_PL6_M9-506-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-508-Anal,250207_PL6AG,Anal
250207_PL6_M9-508-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-510-Anal,250207_PL6AG,Anal
250207_PL6_M9-510-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-511-Anal,250207_PL6AG,Anal
250207_PL6_M9-511-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-512-Anal,250207_PL6AG,Anal
250207_PL6_M9-512-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-513-Anal,250207_PL6AG,Anal
250207_PL6_M9-513-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-514-Anal,250207_PL6AG,Anal
250207_PL6_M9-514-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-515-Anal,250207_PL6AG,Anal
250207_PL6_M9-515-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-516-Anal,250207_PL6AG,Anal
250207_PL6_M9-516-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-519-Anal,250207_PL6AG,Anal
250207_PL6_M9-519-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-521-Anal,250207_PL6AG,Anal
250207_PL6_M9-521-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-522-Anal,250207_PL6AG,Anal
250207_PL6_M9-522-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-523-Anal,250207_PL6AG,Anal
250207_PL6_M9-523-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-524-Anal,250207_PL6AG,Anal
250207_PL6_M9-524-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-525-Anal,250207_PL6AG,Anal
250207_PL6_M9-525-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-526-Anal,250207_PL6AG,Anal
250207_PL6_M9-526-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-527-Anal,250207_PL6AG,Anal
250207_PL6_M9-527-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-528-Anal,250207_PL6AG,Anal
250207_PL6_M9-528-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-530-Anal,250207_PL6AG,Anal
250207_PL6_M9-530-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-531-Anal,250207_PL6AG,Anal
250207_PL6_M9-531-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-532-Anal,250207_PL6AG,Anal
250207_PL6_M9-532-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-533-Anal,250207_PL6AG,Anal
250207_PL6_M9-533-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-534-Anal,250207_PL6AG,Anal
250207_PL6_M9-534-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-536-Anal,250207_PL6AG,Anal
250207_PL6_M9-536-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-537-Anal,250207_PL6AG,Anal
250207_PL6_M9-537-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-538-Anal,250207_PL6AG,Anal
250207_PL6_M9-538-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-539-Anal,250207_PL6AG,Anal
250207_PL6_M9-539-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-540-Anal,250207_PL6AG,Anal
250207_PL6_M9-540-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-541-Anal,250207_PL6AG,Anal
250207_PL6_M9-541-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-542-Anal,250207_PL6AG,Anal
250207_PL6_M9-542-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-543-Anal,250207_PL6AG,Anal
250207_PL6_M9-543-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-544-Anal,250207_PL6AG,Anal
250207_PL6_M9-544-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-545-Anal,250207_PL6AG,Anal
250207_PL6_M9-545-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-546-Anal,250207_PL6AG,Anal
250207_PL6_M9-546-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-547-Anal,250207_PL6AG,Anal
250207_PL6_M9-547-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-548-Anal,250207_PL6AG,Anal
250207_PL6_M9-548-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-549-Anal,250207_PL6AG,Anal
250207_PL6_M9-549-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-550-Anal,250207_PL6AG,Anal
250207_PL6_M9-550-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-551-Anal,250207_PL6AG,Anal
250207_PL6_M9-551-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-555-Anal,250207_PL6AG,Anal
250207_PL6_M9-555-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-556-Anal,250207_PL6AG,Anal
250207_PL6_M9-556-Gorge,250207_PL6AG,Gorge
250207_PL6_M9-557-Anal,250207_PL6AG,Anal
250207_PL6_M9-557-Gorge,250207_PL6AG,Gorge
250207_PL7_M9-100-Urine,250207_PL7U,Urine
250207_PL7_M9-101-Urine,250207_PL7U,Urine
250207_PL7_M9-102-Urine,250207_PL7U,Urine
250207_PL7_M9-103-Urine,250207_PL7U,Urine
250207_PL7_M9-104-Urine,250207_PL7U,Urine
250207_PL7_M9-105-Urine,250207_PL7U,Urine
250207_PL7_M9-106-Urine,250207_PL7U,Urine
250207_PL7_M9-107-Urine,250207_PL7U,Urine
250207_PL7_M9-108-Urine,250207_PL7U,Urine
250207_PL7_M9-109-Urine,250207_PL7U,Urine
250207_PL7_M9-110-Urine,250207_PL7U,Urine
250207_PL7_M9-111-Urine,250207_PL7U,Urine
250207_PL7_M9-112-Urine,250207_PL7U,Urine
250207_PL7_M9-113-Urine,250207_PL7U,Urine
250207_PL7_M9-114-Urine,250207_PL7U,Urine
250207_PL7_M9-115-Urine,250207_PL7U,Urine
250207_PL7_M9-116-Urine,250207_PL7U,Urine
250207_PL7_M9-117-Urine,250207_PL7U,Urine
250207_PL7_M9-118-Urine,250207_PL7U,Urine
250207_PL7_M9-119-Urine,250207_PL7U,Urine
250207_PL7_M9-120-Urine,250207_PL7U,Urine
250207_PL7_M9-121-Urine,250207_PL7U,Urine
250207_PL7_M9-122-Urine,250207_PL7U,Urine
250207_PL7_M9-123-Urine,250207_PL7U,Urine
250207_PL7_M9-124-Urine,250207_PL7U,Urine
250207_PL7_M9-125-Urine,250207_PL7U,Urine
250207_PL7_M9-126-Urine,250207_PL7U,Urine
250207_PL7_M9-128-Urine,250207_PL7U,Urine
250207_PL7_M9-129-Urine,250207_PL7U,Urine
250207_PL7_M9-130-Urine,250207_PL7U,Urine
250207_PL7_M9-131-Urine,250207_PL7U,Urine
250207_PL7_M9-132-Urine,250207_PL7U,Urine
250207_PL7_M9-133-Urine,250207_PL7U,Urine
250207_PL7_M9-134-Urine,250207_PL7U,Urine
250207_PL7_M9-135-Urine,250207_PL7U,Urine
250207_PL7_M9-136-Urine,250207_PL7U,Urine
250207_PL7_M9-37-Urine,250207_PL7U,Urine
250207_PL7_M9-38-Urine,250207_PL7U,Urine
250207_PL7_M9-39-Urine,250207_PL7U,Urine
250207_PL7_M9-40-Urine,250207_PL7U,Urine
250207_PL7_M9-41-Urine,250207_PL7U,Urine
250207_PL7_M9-42-Urine,250207_PL7U,Urine
250207_PL7_M9-43-Urine,250207_PL7U,Urine
250207_PL7_M9-45-Urine,250207_PL7U,Urine
250207_PL7_M9-47-Urine,250207_PL7U,Urine
250207_PL7_M9-48-Urine,250207_PL7U,Urine
250207_PL7_M9-49-Urine,250207_PL7U,Urine
250207_PL7_M9-50-Urine,250207_PL7U,Urine
250207_PL7_M9-51-Urine,250207_PL7U,Urine
250207_PL7_M9-52-Urine,250207_PL7U,Urine
250207_PL7_M9-53-Urine,250207_PL7U,Urine
250207_PL7_M9-54-Urine,250207_PL7U,Urine
250207_PL7_M9-56-Urine,250207_PL7U,Urine
250207_PL7_M9-57-Urine,250207_PL7U,Urine
250207_PL7_M9-58-Urine,250207_PL7U,Urine
250207_PL7_M9-59-Urine,250207_PL7U,Urine
250207_PL7_M9-60-Urine,250207_PL7U,Urine
250207_PL7_M9-61-Urine,250207_PL7U,Urine
250207_PL7_M9-62-Urine,250207_PL7U,Urine
250207_PL7_M9-63-Urine,250207_PL7U,Urine
250207_PL7_M9-64-Urine,250207_PL7U,Urine
250207_PL7_M9-65-Urine,250207_PL7U,Urine
250207_PL7_M9-66-Urine,250207_PL7U,Urine
250207_PL7_M9-67-Urine,250207_PL7U,Urine
250207_PL7_M9-68-Urine,250207_PL7U,Urine
250207_PL7_M9-69-Urine,250207_PL7U,Urine
250207_PL7_M9-70-Urine,250207_PL7U,Urine
250207_PL7_M9-71-Urine,250207_PL7U,Urine
250207_PL7_M9-73-Urine,250207_PL7U,Urine
250207_PL7_M9-74-Urine,250207_PL7U,Urine
250207_PL7_M9-75-Urine,250207_PL7U,Urine
250207_PL7_M9-76-Urine,250207_PL7U,Urine
250207_PL7_M9-77-Urine,250207_PL7U,Urine
250207_PL7_M9-78-Urine,250207_PL7U,Urine
250207_PL7_M9-79-Urine,250207_PL7U,Urine
250207_PL7_M9-80-Urine,250207_PL7U,Urine
250207_PL7_M9-81-Urine,250207_PL7U,Urine
250207_PL7_M9-82-Urine,250207_PL7U,Urine
250207_PL7_M9-83-Urine,250207_PL7U,Urine
250207_PL7_M9-84-Urine,250207_PL7U,Urine
250207_PL7_M9-85-Urine,250207_PL7U,Urine
250207_PL7_M9-87-Urine,250207_PL7U,Urine
250207_PL7_M9-88-Urine,250207_PL7U,Urine
250207_PL7_M9-89-Urine,250207_PL7U,Urine
250207_PL7_M9-90-Urine,250207_PL7U,Urine
250207_PL7_M9-91-Urine,250207_PL7U,Urine
250207_PL7_M9-92-Urine,250207_PL7U,Urine
250207_PL7_M9-93-Urine,250207_PL7U,Urine
250207_PL7_M9-94-Urine,250207_PL7U,Urine
250207_PL7_M9-95-Urine,250207_PL7U,Urine
250207_PL7_M9-96-Urine,250207_PL7U,Urine
250207_PL7_M9-97-Urine,250207_PL7U,Urine
250207_PL7_M9-98-Urine,250207_PL7U,Urine
250207_PL7_M9-99-Urine,250207_PL7U,Urine
250207_PL8_M9-137-Urine,250207_PL8U,Urine
250207_PL8_M9-138-Urine,250207_PL8U,Urine
250207_PL8_M9-139-Urine,250207_PL8U,Urine
250207_PL8_M9-140-Urine,250207_PL8U,Urine
250207_PL8_M9-141-Urine,250207_PL8U,Urine
250207_PL8_M9-142-Urine,250207_PL8U,Urine
250207_PL8_M9-144-Urine,250207_PL8U,Urine
250207_PL8_M9-145-Urine,250207_PL8U,Urine
250207_PL8_M9-146-Urine,250207_PL8U,Urine
250207_PL8_M9-147-Urine,250207_PL8U,Urine
250207_PL8_M9-149-Urine,250207_PL8U,Urine
250207_PL8_M9-150-Urine,250207_PL8U,Urine
250207_PL8_M9-151-Urine,250207_PL8U,Urine
250207_PL8_M9-152-Urine,250207_PL8U,Urine
250207_PL8_M9-153-Urine,250207_PL8U,Urine
250207_PL8_M9-154-Urine,250207_PL8U,Urine
250207_PL8_M9-155-Urine,250207_PL8U,Urine
250207_PL8_M9-156-Urine,250207_PL8U,Urine
250207_PL8_M9-158-Urine,250207_PL8U,Urine
250207_PL8_M9-159-Urine,250207_PL8U,Urine
250207_PL8_M9-160-Urine,250207_PL8U,Urine
250207_PL8_M9-161-Urine,250207_PL8U,Urine
250207_PL8_M9-162-Urine,250207_PL8U,Urine
250207_PL8_M9-163-Urine,250207_PL8U,Urine
250207_PL8_M9-164-Urine,250207_PL8U,Urine
250207_PL8_M9-165-Urine,250207_PL8U,Urine
250207_PL8_M9-166-Urine,250207_PL8U,Urine
250207_PL8_M9-167-Urine,250207_PL8U,Urine
250207_PL8_M9-168-Urine,250207_PL8U,Urine
250207_PL8_M9-169-Urine,250207_PL8U,Urine
250207_PL8_M9-171-Urine,250207_PL8U,Urine
250207_PL8_M9-172-Urine,250207_PL8U,Urine
250207_PL8_M9-173-Urine,250207_PL8U,Urine
250207_PL8_M9-174-Urine,250207_PL8U,Urine
250207_PL8_M9-175-Urine,250207_PL8U,Urine
250207_PL8_M9-176-Urine,250207_PL8U,Urine
250207_PL8_M9-177-Urine,250207_PL8U,Urine
250207_PL8_M9-178-Urine,250207_PL8U,Urine
250207_PL8_M9-180-Urine,250207_PL8U,Urine
250207_PL8_M9-182-Urine,250207_PL8U,Urine
250207_PL8_M9-183-Urine,250207_PL8U,Urine
250207_PL8_M9-185-Urine,250207_PL8U,Urine
250207_PL8_M9-186-Urine,250207_PL8U,Urine
250207_PL8_M9-188-Urine,250207_PL8U,Urine
250207_PL8_M9-190-Urine,250207_PL8U,Urine
250207_PL8_M9-195-Urine,250207_PL8U,Urine
250207_PL8_M9-501-Urine,250207_PL8U,Urine
250207_PL8_M9-502-Urine,250207_PL8U,Urine
250207_PL8_M9-503-Urine,250207_PL8U,Urine
250207_PL8_M9-504-Urine,250207_PL8U,Urine
250207_PL8_M9-505-Urine,250207_PL8U,Urine
250207_PL8_M9-506-Urine,250207_PL8U,Urine
250207_PL8_M9-508-Urine,250207_PL8U,Urine
250207_PL8_M9-510-Urine,250207_PL8U,Urine
250207_PL8_M9-511-Urine,250207_PL8U,Urine
250207_PL8_M9-512-Urine,250207_PL8U,Urine
250207_PL8_M9-513-Urine,250207_PL8U,Urine
250207_PL8_M9-514-Urine,250207_PL8U,Urine
250207_PL8_M9-515-Urine,250207_PL8U,Urine
250207_PL8_M9-516-Urine,250207_PL8U,Urine
250207_PL8_M9-519-Urine,250207_PL8U,Urine
250207_PL8_M9-521-Urine,250207_PL8U,Urine
250207_PL8_M9-522-Urine,250207_PL8U,Urine
250207_PL8_M9-523-Urine,250207_PL8U,Urine
250207_PL8_M9-524-Urine,250207_PL8U,Urine
250207_PL8_M9-525-Urine,250207_PL8U,Urine
250207_PL8_M9-526-Urine,250207_PL8U,Urine
250207_PL8_M9-527-Urine,250207_PL8U,Urine
250207_PL8_M9-528-Urine,250207_PL8U,Urine
250207_PL8_M9-530-Urine,250207_PL8U,Urine
250207_PL8_M9-531-Urine,250207_PL8U,Urine
250207_PL8_M9-532-Urine,250207_PL8U,Urine
250207_PL8_M9-533-Urine,250207_PL8U,Urine
250207_PL8_M9-534-Urine,250207_PL8U,Urine
250207_PL8_M9-536-Urine,250207_PL8U,Urine
250207_PL8_M9-537-Urine,250207_PL8U,Urine
250207_PL8_M9-538-Urine,250207_PL8U,Urine
250207_PL8_M9-539-Urine,250207_PL8U,Urine
250207_PL8_M9-540-Urine,250207_PL8U,Urine
250207_PL8_M9-541-Urine,250207_PL8U,Urine
250207_PL8_M9-542-Urine,250207_PL8U,Urine
250207_PL8_M9-543-Urine,250207_PL8U,Urine
250207_PL8_M9-544-Urine,250207_PL8U,Urine
250207_PL8_M9-545-Urine,250207_PL8U,Urine
250207_PL8_M9-546-Urine,250207_PL8U,Urine
250207_PL8_M9-547-Urine,250207_PL8U,Urine
250207_PL8_M9-548-Urine,250207_PL8U,Urine
250207_PL8_M9-549-Urine,250207_PL8U,Urine
250207_PL8_M9-550-Urine,250207_PL8U,Urine
250207_PL8_M9-551-Urine,250207_PL8U,Urine
250207_PL8_M9-555-Urine,250207_PL8U,Urine
250207_PL8_M9-556-Urine,250207_PL8U,Urine
250207_PL8_M9-557-Urine,250207_PL8U,Urine
250207_PL8_M9-558-Urine,250207_PL8U,Urine
250528_PL1_M12-1-Anal,250528_PL1AG,Anal
250528_PL1_M12-1-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-2-Anal,250528_PL1AG,Anal
250528_PL1_M12-2-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-3-Anal,250528_PL1AG,Anal
250528_PL1_M12-3-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-4-Anal,250528_PL1AG,Anal
250528_PL1_M12-4-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-5-Anal,250528_PL1AG,Anal
250528_PL1_M12-5-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-575-Anal,250528_PL1AG,Anal
250528_PL1_M12-575-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-6-Anal,250528_PL1AG,Anal
250528_PL1_M12-6-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-7-Anal,250528_PL1AG,Anal
250528_PL1_M12-7-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-8-Anal,250528_PL1AG,Anal
250528_PL1_M12-8-Gorge,250528_PL1AG,Gorge
250528_PL1_M12-9-Anal,250528_PL1AG,Anal
250528_PL1_M12-9-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-187-Anal,250528_PL1AG,Anal
250528_PL1_M9-187-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-189-Anal,250528_PL1AG,Anal
250528_PL1_M9-189-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-191-Anal,250528_PL1AG,Anal
250528_PL1_M9-191-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-193-Anal,250528_PL1AG,Anal
250528_PL1_M9-194-Anal,250528_PL1AG,Anal
250528_PL1_M9-194-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-535-Anal,250528_PL1AG,Anal
250528_PL1_M9-535-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-558-Anal,250528_PL1AG,Anal
250528_PL1_M9-558-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-559-Anal,250528_PL1AG,Anal
250528_PL1_M9-559-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-560-Anal,250528_PL1AG,Anal
250528_PL1_M9-560-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-561-Anal,250528_PL1AG,Anal
250528_PL1_M9-561-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-562-Anal,250528_PL1AG,Anal
250528_PL1_M9-562-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-563-Anal,250528_PL1AG,Anal
250528_PL1_M9-563-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-565-Anal,250528_PL1AG,Anal
250528_PL1_M9-565-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-566-Anal,250528_PL1AG,Anal
250528_PL1_M9-566-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-567-Anal,250528_PL1AG,Anal
250528_PL1_M9-567-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-568-Anal,250528_PL1AG,Anal
250528_PL1_M9-568-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-569-Anal,250528_PL1AG,Anal
250528_PL1_M9-569-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-570-Anal,250528_PL1AG,Anal
250528_PL1_M9-570-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-571-Anal,250528_PL1AG,Anal
250528_PL1_M9-571-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-572-Anal,250528_PL1AG,Anal
250528_PL1_M9-572-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-573-Anal,250528_PL1AG,Anal
250528_PL1_M9-573-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-574-Anal,250528_PL1AG,Anal
250528_PL1_M9-574-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-576-Anal,250528_PL1AG,Anal
250528_PL1_M9-576-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-577-Anal,250528_PL1AG,Anal
250528_PL1_M9-577-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-578-Anal,250528_PL1AG,Anal
250528_PL1_M9-578-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-579-Anal,250528_PL1AG,Anal
250528_PL1_M9-579-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-580-Anal,250528_PL1AG,Anal
250528_PL1_M9-580-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-581-Anal,250528_PL1AG,Anal
250528_PL1_M9-581-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-582-Anal,250528_PL1AG,Anal
250528_PL1_M9-582-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-583-Anal,250528_PL1AG,Anal
250528_PL1_M9-583-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-584-Anal,250528_PL1AG,Anal
250528_PL1_M9-584-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-585-Anal,250528_PL1AG,Anal
250528_PL1_M9-585-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-586-Anal,250528_PL1AG,Anal
250528_PL1_M9-586-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-587-Anal,250528_PL1AG,Anal
250528_PL1_M9-587-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-588-Anal,250528_PL1AG,Anal
250528_PL1_M9-588-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-589-Anal,250528_PL1AG,Anal
250528_PL1_M9-589-Gorge,250528_PL1AG,Gorge
250528_PL1_M9-590-Anal,250528_PL1AG,Anal
250528_PL1_M9-590-Gorge,250528_PL1AG,Gorge
250528_PL2_M12-10-Anal,250528_PL2AG,Anal
250528_PL2_M12-10-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-12-Anal,250528_PL2AG,Anal
250528_PL2_M12-12-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-13-Anal,250528_PL2AG,Anal
250528_PL2_M12-13-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-14-Anal,250528_PL2AG,Anal
250528_PL2_M12-14-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-15-Anal,250528_PL2AG,Anal
250528_PL2_M12-15-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-16-Anal,250528_PL2AG,Anal
250528_PL2_M12-16-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-17-Anal,250528_PL2AG,Anal
250528_PL2_M12-17-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-18-Anal,250528_PL2AG,Anal
250528_PL2_M12-18-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-19-Anal,250528_PL2AG,Anal
250528_PL2_M12-19-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-20-Anal,250528_PL2AG,Anal
250528_PL2_M12-20-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-22-Anal,250528_PL2AG,Anal
250528_PL2_M12-22-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-23-Anal,250528_PL2AG,Anal
250528_PL2_M12-23-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-24-Anal,250528_PL2AG,Anal
250528_PL2_M12-24-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-25-Anal,250528_PL2AG,Anal
250528_PL2_M12-25-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-26-Anal,250528_PL2AG,Anal
250528_PL2_M12-26-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-27-Anal,250528_PL2AG,Anal
250528_PL2_M12-27-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-28-Anal,250528_PL2AG,Anal
250528_PL2_M12-28-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-29-Anal,250528_PL2AG,Anal
250528_PL2_M12-29-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-30-Anal,250528_PL2AG,Anal
250528_PL2_M12-30-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-31-Anal,250528_PL2AG,Anal
250528_PL2_M12-31-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-32-Anal,250528_PL2AG,Anal
250528_PL2_M12-32-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-33-Anal,250528_PL2AG,Anal
250528_PL2_M12-33-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-34-Anal,250528_PL2AG,Anal
250528_PL2_M12-34-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-35-Anal,250528_PL2AG,Anal
250528_PL2_M12-35-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-36-Anal,250528_PL2AG,Anal
250528_PL2_M12-36-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-37-Anal,250528_PL2AG,Anal
250528_PL2_M12-37-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-38-Anal,250528_PL2AG,Anal
250528_PL2_M12-38-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-39-Anal,250528_PL2AG,Anal
250528_PL2_M12-39-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-40-Anal,250528_PL2AG,Anal
250528_PL2_M12-40-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-41-Anal,250528_PL2AG,Anal
250528_PL2_M12-41-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-42-Anal,250528_PL2AG,Anal
250528_PL2_M12-42-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-43-Anal,250528_PL2AG,Anal
250528_PL2_M12-43-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-45-Anal,250528_PL2AG,Anal
250528_PL2_M12-45-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-48-Anal,250528_PL2AG,Anal
250528_PL2_M12-48-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-49-Anal,250528_PL2AG,Anal
250528_PL2_M12-49-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-50-Anal,250528_PL2AG,Anal
250528_PL2_M12-50-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-51-Anal,250528_PL2AG,Anal
250528_PL2_M12-51-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-52-Anal,250528_PL2AG,Anal
250528_PL2_M12-52-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-53-Anal,250528_PL2AG,Anal
250528_PL2_M12-53-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-54-Anal,250528_PL2AG,Anal
250528_PL2_M12-54-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-56-Anal,250528_PL2AG,Anal
250528_PL2_M12-56-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-57-Anal,250528_PL2AG,Anal
250528_PL2_M12-57-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-58-Anal,250528_PL2AG,Anal
250528_PL2_M12-58-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-59-Anal,250528_PL2AG,Anal
250528_PL2_M12-59-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-60-Anal,250528_PL2AG,Anal
250528_PL2_M12-60-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-61-Anal,250528_PL2AG,Anal
250528_PL2_M12-61-Gorge,250528_PL2AG,Gorge
250528_PL2_M12-62-Anal,250528_PL2AG,Anal
250528_PL2_M12-62-Gorge,250528_PL2AG,Gorge
250528_PL3_M12-100-Anal,250528_PL3AG,Anal
250528_PL3_M12-100-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-101-Anal,250528_PL3AG,Anal
250528_PL3_M12-101-Gorge,250528_PL3AG,Gorge
250528_PL3_M12-102-Anal,250528_PL3AG,Anal
250528_PL3_M12-102-Gorge,250528_PL3AG,Gorge
